id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
3425,"However, apart from visual design elements, one also gets creative with the layout of the site.","However, apart from visual design elements, one also gets creative with the [E1]layout[/E1] of the [E2]site[/E2].",Other,Other,layout,site,16,19
1278,The body of a missing Fort Benning soldier was discovered inside a piece of air conditioning equipment Friday at a downtown hotel.,The [E1]body[/E1] of a missing Fort Benning soldier was discovered inside a piece of air conditioning [E2]equipment[/E2] Friday at a downtown hotel.,"Content-Container(e1,e2)",Content-Container,body,equipment,4,23
4233,"The assassination resulted in extensive arrests of governmental, security, and criminal figures.","The [E1]assassination[/E1] resulted in extensive [E2]arrests[/E2] of governmental, security, and criminal figures.","Cause-Effect(e1,e2)",Cause-Effect,assassination,arrests,0,15
560,In my case the solution was to lock the padlock on the security pane itself.,In my case the solution was to lock the [E1]padlock[/E1] on the security [E2]pane[/E2] itself.,"Component-Whole(e1,e2)",Component-Whole,padlock,pane,2,16
5321,"The relative proportion of the vancomycin release from the bone cement was lower, although its initial quantity was four times higher.","The relative proportion of the [E1]vancomycin[/E1] release from the bone [E2]cement[/E2] was lower, although its initial quantity was four times higher.","Entity-Origin(e1,e2)",Entity-Origin,vancomycin,cement,8,23
7845,"The worms are in a box with bedding made from such materials as straw, grass clippings, or shredded paper.","The [E1]worms[/E1] are in a [E2]box[/E2] with bedding made from such materials as straw, grass clippings, or shredded paper.","Content-Container(e1,e2)",Content-Container,worms,box,4,22
439,The winemaker carefully chose grapes from different lots in the vineyards and blended them into this wonderful Pinot.,The [E1]winemaker[/E1] carefully chose [E2]grapes[/E2] from different lots in the vineyards and blended them into this wonderful Pinot.,"Instrument-Agency(e2,e1)",Instrument-Agency,winemaker,grapes,11,19
2494,He saw behind the scenes and all the showroom areas of the store.,He saw behind the scenes and all the showroom [E1]areas[/E1] of the [E2]store[/E2].,"Component-Whole(e1,e2)",Component-Whole,areas,store,2,14
4755,A grieving family learned their 95-year-old great-grandmother had been cremated when they found a stranger's body in her casket.,A grieving family learned their 95-year-old great-grandmother had been cremated when they found a stranger's [E1]body[/E1] in her [E2]casket[/E2].,"Content-Container(e1,e2)",Content-Container,body,casket,4,27
7029,"The relative calm produced by the Shia ceasefire has coincided with what the CIA is now calling the ""near strategic defeat"" of al-Qaeda in Iraq.","The relative [E1]calm[/E1] produced by the Shia [E2]ceasefire[/E2] has coincided with what the CIA is now calling the ""near strategic defeat"" of al-Qaeda in Iraq.","Cause-Effect(e1,e2)",Cause-Effect,calm,ceasefire,0,30
3371,Both are driven to play a leading role in the five-strong bratpack of teenagers who have the game's future in their hands.,Both are driven to play a leading role in the five-strong [E1]bratpack[/E1] of [E2]teenagers[/E2] who have the game's future in their hands.,"Member-Collection(e2,e1)",Member-Collection,bratpack,teenagers,13,26
7394,"The introduction of the gas stove, the electric mixer and the food processor made the process easier, faster and more reliable.","The [E1]introduction[/E1] of the gas stove, the electric mixer and the food [E2]process[/E2]or made the process easier, faster and more reliable.",Other,Other,introduction,process,16,24
7828,"The mustard is made from brown or black mustard seed and has a smooth, not-too-acidic flavor.","The [E1]mustard[/E1] is made from brown or black mustard [E2]seed[/E2] and has a smooth, not-too-acidic flavor.","Entity-Origin(e1,e2)",Entity-Origin,mustard,seed,8,22
5185,His death during one of the Portuguese raids caused the abandonment of the settlement.,His [E1]death[/E1] during one of the Portuguese raids caused the [E2]abandonment[/E2] of the settlement.,"Cause-Effect(e1,e2)",Cause-Effect,death,abandonment,0,15
2194,The handgrip of the gun is standard plastic but with two rubber insets which make the unit feel very comfortable in your hand.,The [E1]handgrip[/E1] of the [E2]gun[/E2] is standard plastic but with two rubber insets which make the unit feel very comfortable in your hand.,"Component-Whole(e1,e2)",Component-Whole,handgrip,gun,2,24
148,This book has transported readers into ancient times.,This book has transported [E1]readers[/E1] into [E2]ancient times[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,readers,ancient times,6,9
3704,"From the operating area, when the operator moves the handgrip of the master arm, the motion gets reproduced on the tong of the slave arm in the remote area.","From the operating area, when the operator moves the [E1]handgrip[/E1] of the master [E2]arm[/E2], the motion gets reproduced on the tong of the slave arm in the remote area.","Component-Whole(e1,e2)",Component-Whole,handgrip,arm,2,32
7799,The defendant and I flinched when the judge pounded his gavel.,The defendant and I flinched when the [E1]judge[/E1] pounded his [E2]gavel[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,judge,gavel,11,12
6768,"The reddish purple bracts of the flower roll back and split to expose a hand of bananas, usually at the rate of one per day.","The reddish purple bracts of the flower roll back and split to expose a [E1]hand[/E1] of [E2]bananas[/E2], usually at the rate of one per day.","Member-Collection(e2,e1)",Member-Collection,hand,bananas,13,27
5834,The solar-powered bus shelter was composed of recycled bottles.,The solar-powered bus [E1]shelter[/E1] was composed of recycled [E2]bottles[/E2].,"Component-Whole(e2,e1)",Component-Whole,shelter,bottles,3,12
751,The cops moved into the floating hotels.,The [E1]cops[/E1] moved into the floating [E2]hotels[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,cops,hotels,6,8
7664,This is an overview of the viewer from a developer's perspective.,This is an [E1]overview[/E1] of the [E2]viewer[/E2] from a developer's perspective.,"Message-Topic(e1,e2)",Message-Topic,overview,viewer,14,13
7305,We continue to see progress toward a world free of the daily terror of antipersonnel landmines.,We continue to see progress toward a world free of the daily [E1]terror[/E1] of antipersonnel [E2]landmines[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,terror,landmines,1,17
2710,"Laurent leaves them and travels to Denali, Alaska, hoping to find solace among a coven of ""vegetarian"" vampires.","Laurent leaves them and travels to Denali, Alaska, hoping to find solace among a [E1]coven[/E1] of ""vegetarian"" [E2]vampires[/E2].","Member-Collection(e2,e1)",Member-Collection,coven,vampires,13,23
4422,British scientists are fighting climate change by reducing the harmful greenhouse gases produced by flatulent cows.,British scientists are fighting climate change by reducing the harmful greenhouse [E1]gases[/E1] produced by flatulent [E2]cows[/E2].,"Product-Producer(e1,e2)",Product-Producer,gases,cows,17,17
5382,"The clip on the back of the little plastic puck like holder is handy for clipping onto your belt, backpack, arm band or lady's bag strap.","The [E1]clip[/E1] on the back of the little plastic puck like [E2]holder[/E2] is handy for clipping onto your belt, backpack, arm band or lady's bag strap.","Component-Whole(e1,e2)",Component-Whole,clip,holder,2,30
1836,The rule is the subject of a legal challenge brought by ABC and its coalition partners.,The [E1]rule[/E1] is the subject of a [E2]legal challenge[/E2] brought by ABC and its coalition partners.,Other,Other,rule,legal challenge,16,17
6109,"A common side effect of strict elimination after extended periods of use is headaches from caffeine withdrawal, which is also a clear sign of the addiction.","A common side effect of strict elimination after extended periods of use is [E1]headaches[/E1] from [E2]caffeine withdrawal[/E2], which is also a clear sign of the addiction.","Cause-Effect(e2,e1)",Cause-Effect,headaches,caffeine withdrawal,1,28
5041,The factory's waste had still not been proven as the cause of Minamata disease.,The [E1]factory[/E1]'s [E2]waste[/E2] had still not been proven as the cause of Minamata disease.,"Product-Producer(e2,e1)",Product-Producer,factory,waste,18,16
1955,The crew had dug a trench for her to walk in so that she would not dwarf the star.,The [E1]crew[/E1] had dug a [E2]trench[/E2] for her to walk in so that she would not dwarf the star.,"Product-Producer(e2,e1)",Product-Producer,crew,trench,18,20
3972,Poor umpiring pushed the test into controversy.,Poor umpiring pushed the [E1]test[/E1] into [E2]controversy[/E2].,Other,Other,test,controversy,16,8
2685,"After the doctor performs a Caesarian with a jackknife and fishing leaders, and the infant is delivered, he examines the husband.","After the [E1]doctor[/E1] performs a Caesarian with a [E2]jackknife[/E2] and fishing leaders, and the infant is delivered, he examines the husband.","Instrument-Agency(e2,e1)",Instrument-Agency,doctor,jackknife,11,24
3336,Menopause and PMS cause stress and anxiety even without imbalanced hormones.,[E1]Menopause[/E1] and PMS cause stress and [E2]anxiety[/E2] even without imbalanced hormones.,"Cause-Effect(e1,e2)",Cause-Effect,Menopause,anxiety,0,12
925,On the Seleucid right flank Atticus deployed the elite companions screened by a single unit of Scythian horse archers.,On the Seleucid right flank Atticus deployed the elite companions screened by a single [E1]unit[/E1] of Scythian horse [E2]archers[/E2].,"Member-Collection(e2,e1)",Member-Collection,unit,archers,13,20
277,"Mayans charted Venus's motion across the sky, poured chocolate into jars and interred them with the dead.","Mayans charted Venus's motion across the sky, poured [E1]chocolate[/E1] into [E2]jars[/E2] and interred them with the dead.","Entity-Destination(e1,e2)",Entity-Destination,chocolate,jars,6,20
6680,The manufacturers of pyrometers put up an excellent show.,The [E1]manufacturers[/E1] of [E2]pyrometers[/E2] put up an excellent show.,"Product-Producer(e2,e1)",Product-Producer,manufacturers,pyrometers,18,10
4277,Five neighbors used snow blowers to clear the road ahead while the other neighbors dug out the snow around the ambulance with snow shovels.,Five [E1]neighbors[/E1] used [E2]snow[/E2] blowers to clear the road ahead while the other neighbors dug out the snow around the ambulance with snow shovels.,Other,Other,neighbors,snow,16,25
5066,"The artist hid the convulsion with a forced laugh and finished the performance, but went immediately to bed.","The [E1]artist[/E1] hid the convulsion with a forced [E2]laugh[/E2] and finished the performance, but went immediately to bed.",Other,Other,artist,laugh,16,20
1522,The front wheels are making a grinding noise.,The front [E1]wheels[/E1] are making a [E2]grinding noise[/E2].,"Cause-Effect(e1,e2)",Cause-Effect,wheels,grinding noise,0,9
4410,A rasher of bacon was found in a returned book by a Worthing librarian.,A rasher of bacon was found in a returned [E1]book[/E1] by a Worthing [E2]librarian[/E2].,Other,Other,book,librarian,16,15
169,"As the Gondorians moved forward the evil force started to withdraw, unleashing a rain of deadly arrows into the heavily armoured Gondorians.","As the Gondorians moved forward the evil force started to withdraw, unleashing a [E1]rain[/E1] of deadly [E2]arrows[/E2] into the heavily armoured Gondorians.","Member-Collection(e2,e1)",Member-Collection,rain,arrows,13,24
1309,"The nuclear hormone receptor superfamily consists of structurally related, ligand-dependent transcription factors and a large number of orphan receptors for which the ligand has not yet been identified.","The nuclear hormone receptor [E1]superfamily[/E1] consists of structurally related, ligand-dependent transcription [E2]factors[/E2] and a large number of orphan receptors for which the ligand has not yet been identified.","Component-Whole(e2,e1)",Component-Whole,superfamily,factors,3,32
1447,The problems are caused by buffer overflows when parsing an overly long parameter.,The [E1]problems[/E1] are caused by buffer [E2]overflows[/E2] when parsing an overly long parameter.,"Cause-Effect(e2,e1)",Cause-Effect,problems,overflows,1,14
4528,The bomb was delivered to the unsuspected victims.,The [E1]bomb[/E1] was delivered to the unsuspected [E2]victims[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,bomb,victims,6,9
2183,"The following excerpt was a part of the article: ""Some say it feels like a scene from a Norman Rockwell painting as families gather in front of the picturesque performing arts center.""","The following [E1]excerpt[/E1] was a part of the [E2]article[/E2]: ""Some say it feels like a scene from a Norman Rockwell painting as families gather in front of the picturesque performing arts center.""","Entity-Origin(e1,e2)",Entity-Origin,excerpt,article,8,36
1152,The two men moved the furniture into the room.,The two men moved the [E1]furniture[/E1] into the [E2]room[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,furniture,room,6,10
3053,We have exported products to domestic locations only.,We have exported [E1]products[/E1] to domestic [E2]locations[/E2] only.,"Entity-Destination(e1,e2)",Entity-Destination,products,locations,6,9
102,He posted the answers to the website.,He posted the [E1]answers[/E1] to the [E2]website[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,answers,website,6,8
2771,I recalled parental quotes from many yesterdays.,I recalled parental [E1]quotes[/E1] from many [E2]yesterdays[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,quotes,yesterdays,8,8
3621,The Declaration urged that such strategies address the root causes and risk factors of crime and victimization.,The Declaration urged that such [E1]strategies[/E1] address the root [E2]causes[/E2] and risk factors of crime and victimization.,Other,Other,strategies,causes,16,18
7901,It was this moist ground that during construction engulfed a crane which remains under the stadium today.,It was this moist [E1]ground[/E1] that during construction engulfed a [E2]crane[/E2] which remains under the stadium today.,Other,Other,ground,crane,16,18
3982,A battery of barracudas relies on ambush.,A [E1]battery[/E1] of [E2]barracudas[/E2] relies on ambush.,"Member-Collection(e2,e1)",Member-Collection,battery,barracudas,13,8
4195,"The high humidity caused by the rainfall damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better.","The [E1]high humidity[/E1] caused by the [E2]rainfall[/E2] damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better.","Cause-Effect(e2,e1)",Cause-Effect,high humidity,rainfall,1,32
669,The star is landing into controversies because of thoughtless statements.,The [E1]star[/E1] is landing into [E2]controversies[/E2] because of thoughtless statements.,Other,Other,star,controversies,16,11
1112,The pouch contained a small stubby rod looking somewhat like a pencil but containing a rod made of antler.,The [E1]pouch[/E1] contained a small stubby [E2]rod[/E2] looking somewhat like a pencil but containing a rod made of antler.,"Content-Container(e2,e1)",Content-Container,pouch,rod,5,20
7071,A copy was sent to your e-mail address.,A [E1]copy[/E1] was sent to your [E2]e-mail address[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,copy,e-mail address,6,11
2663,A witness statement is a statement summarising the oral evidence that a witness will give at trial.,A witness [E1]statement[/E1] is a statement summarising the oral [E2]evidence[/E2] that a witness will give at trial.,"Message-Topic(e1,e2)",Message-Topic,statement,evidence,14,18
3968,"Manuel Neves, the spouse of Idalina, is a mason who did work on the shopping plazas and at Botti's Maple Avenue residence.","Manuel Neves, the spouse of Idalina, is a [E1]mason[/E1] who did work on the shopping [E2]plazas[/E2] and at Botti's Maple Avenue residence.","Product-Producer(e2,e1)",Product-Producer,mason,plazas,18,26
1153,Global oil prolongation is approaching its peak.,Global [E1]oil prolongation[/E1] is approaching its [E2]peak[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,oil prolongation,peak,6,8
7868,"This is the same basic mechanism at work in a vacuum cleaner, though the execution is a bit more complicated.","This is the same basic [E1]mechanism[/E1] at work in a [E2]vacuum cleaner[/E2], though the execution is a bit more complicated.","Component-Whole(e2,e1)",Component-Whole,mechanism,vacuum cleaner,3,22
7280,"When the taxi driver stopped his car and got out, the two people ran up the street toward downtown Potsdam.","When the taxi [E1]driver[/E1] stopped his [E2]car[/E2] and got out, the two people ran up the street toward downtown Potsdam.","Instrument-Agency(e2,e1)",Instrument-Agency,driver,car,11,22
2675,She hold the saw in place with its blade right on the cut line.,She hold the [E1]saw[/E1] in place with its [E2]blade[/E2] right on the cut line.,"Component-Whole(e2,e1)",Component-Whole,saw,blade,3,15
4492,"The average year round temperature in Denia is 18' centigrade, so the locals have put up a monument to the weather.","The average year round temperature in Denia is 18' centigrade, so the [E1]locals[/E1] have put up a [E2]monument[/E2] to the weather.","Product-Producer(e2,e1)",Product-Producer,locals,monument,18,24
380,"The debris caused a crash on the Schuylkill, and it has been closed for hours because of the mishap.","The [E1]debris[/E1] caused a [E2]crash[/E2] on the Schuylkill, and it has been closed for hours because of the mishap.","Cause-Effect(e1,e2)",Cause-Effect,debris,crash,0,21
6617,Cream of mushroom soup was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces.,Cream of [E1]mushroom[/E1] [E2]soup[/E2] was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces.,"Entity-Origin(e2,e1)",Entity-Origin,mushroom,soup,9,29
2359,Republican senators hammered White House science officials about the emails leaked from prominent climate scientists two weeks ago.,Republican senators hammered White House science officials about the [E1]emails[/E1] leaked from prominent climate [E2]scientists[/E2] two weeks ago.,"Entity-Origin(e1,e2)",Entity-Origin,emails,scientists,8,19
1253,"They signed him up and sent him to Dakar, to a regiment of Senegalese infantrymen that was leaving for Verdun in 1917.","They signed him up and sent him to Dakar, to a [E1]regiment[/E1] of Senegalese [E2]infantrymen[/E2] that was leaving for Verdun in 1917.","Member-Collection(e2,e1)",Member-Collection,regiment,infantrymen,13,24
3150,The scheme is illustrated with the following example.,The [E1]scheme[/E1] is illustrated with the following [E2]example[/E2].,"Message-Topic(e2,e1)",Message-Topic,scheme,example,15,9
6612,The democrats are competing for positions in the college of electors.,The democrats are competing for positions in the [E1]college[/E1] of [E2]electors[/E2].,"Member-Collection(e2,e1)",Member-Collection,college,electors,13,12
931,He atached a handle to the upper part of a cable machine.,He atached a handle to the upper part of a [E1]cable[/E1] [E2]machine[/E2].,"Component-Whole(e1,e2)",Component-Whole,cable,machine,2,13
3414,Their marriage became the topic of conversation in all circles of society.,Their [E1]marriage[/E1] became the topic of [E2]conversation[/E2] in all circles of society.,"Message-Topic(e2,e1)",Message-Topic,marriage,conversation,15,13
648,"On the border issue, the original draft had declared some initial borders, which are to be confirmed and decided by the UN partition plan.","On the border issue, the original [E1]draft[/E1] had declared some initial [E2]borders[/E2], which are to be confirmed and decided by the UN partition plan.","Message-Topic(e1,e2)",Message-Topic,draft,borders,14,27
573,New portable electronic devices are running into temperature sensitivity issues.,New portable electronic [E1]devices[/E1] are running into temperature sensitivity [E2]issues[/E2].,Other,Other,devices,issues,16,11
3085,"This is a song from the musical I'm making, it's about where a young lady, the sacrifice, ran away from the monks.","This is a song from the musical I'm making, it's about where a young [E1]lady[/E1], the sacrifice, ran away from the [E2]monks[/E2].","Entity-Origin(e1,e2)",Entity-Origin,lady,monks,8,28
1299,These breakdown products are not only losses of sucrose but also have knock-on effects reducing the final output of processed sugar from the factory.,These breakdown products are not only losses of sucrose but also have knock-on effects reducing the final output of processed [E1]sugar[/E1] from the [E2]factory[/E2].,"Product-Producer(e1,e2)",Product-Producer,sugar,factory,17,27
2070,The Free States of Alaska is a loose confederation of various species of bears in the far northern lands and outlands of Megatexas.,The Free States of Alaska is a loose [E1]confederation[/E1] of various [E2]species[/E2] of bears in the far northern lands and outlands of Megatexas.,"Member-Collection(e2,e1)",Member-Collection,confederation,species,13,24
7374,They are taking the brains from babies.,They are taking the [E1]brains[/E1] from [E2]babies[/E2].,"Component-Whole(e1,e2)",Component-Whole,brains,babies,2,8
3062,The viewer wields the remote.,The [E1]viewer[/E1] wields the [E2]remote[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,viewer,remote,11,6
974,The hull of the boat is carved from a single piece of wood.,The [E1]hull[/E1] of the [E2]boat[/E2] is carved from a single piece of wood.,"Component-Whole(e1,e2)",Component-Whole,hull,boat,2,14
334,The cover of the inner artwork of the record was analysed in an article published in 2008.,The [E1]cover[/E1] of the inner artwork of the record was analysed in an [E2]article[/E2] published in 2008.,"Message-Topic(e2,e1)",Message-Topic,cover,article,15,18
5938,I took a look at the way and in what direction the door of the dryer swings open since there was limited space in my laundry room.,I took a look at the way and in what direction the [E1]door[/E1] of the [E2]dryer[/E2] swings open since there was limited space in my laundry room.,"Component-Whole(e1,e2)",Component-Whole,door,dryer,2,28
5877,"The bathroom comprises bath tub with electric shower, wash basin and WC.","The [E1]bathroom[/E1] comprises bath tub with electric shower, [E2]wash basin[/E2] and WC.","Component-Whole(e2,e1)",Component-Whole,bathroom,wash basin,3,14
2733,"The games were in a box that had a $3 sticker on it, so I thought the games were all $3 each.","The [E1]games[/E1] were in a [E2]box[/E2] that had a $3 sticker on it, so I thought the games were all $3 each.","Content-Container(e1,e2)",Content-Container,games,box,4,26
3181,The customers are bringing snacks to the movie theaters.,The customers are bringing [E1]snacks[/E1] to the [E2]movie theaters[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,snacks,movie theaters,6,10
6323,The term has been used by a number of publications discussing the phenomenon.,The term has been used by a number of [E1]publications[/E1] discussing the [E2]phenomenon[/E2].,"Message-Topic(e1,e2)",Message-Topic,publications,phenomenon,14,14
7447,The debate starts with Smalley's questions about Drexler's proposal.,The [E1]debate[/E1] starts with Smalley's [E2]questions[/E2] about Drexler's proposal.,"Component-Whole(e2,e1)",Component-Whole,debate,questions,3,12
4793,The artist skilfully hand-carves the wood with a distinctive style which captures the beauty and the harmony of the nature.,The [E1]artist[/E1] skilfully hand-carves the wood with a distinctive [E2]style[/E2] which captures the beauty and the harmony of the nature.,"Instrument-Agency(e2,e1)",Instrument-Agency,artist,style,11,23
5705,"The shooting stemmed from an argument the two students had ""in the community"" over the weekend.","The [E1]shooting[/E1] stemmed from an [E2]argument[/E2] the two students had ""in the community"" over the weekend.","Cause-Effect(e2,e1)",Cause-Effect,shooting,argument,1,19
5292,"Instead, the success of the revolution is the reason for the celebration.","Instead, the [E1]success[/E1] of the revolution is the reason for the [E2]celebration[/E2].","Cause-Effect(e1,e2)",Cause-Effect,success,celebration,0,14
6179,The club's president saw the money that was inside a box.,The club's president saw the [E1]money[/E1] that was inside a [E2]box[/E2].,"Content-Container(e1,e2)",Content-Container,money,box,4,13
6441,"Since the complex was built in stages, discrepancies exist in completion dates due to differing opinions on ""completion"".","Since the [E1]complex[/E1] was built in [E2]stages[/E2], discrepancies exist in completion dates due to differing opinions on ""completion"".",Other,Other,complex,stages,16,22
7689,The hardcopy book (at an even higher price) and this one purchase ensures you are up to date with all future releases of the electronic book.,The [E1]hardcopy[/E1] [E2]book[/E2] (at an even higher price) and this one purchase ensures you are up to date with all future releases of the electronic book.,Other,Other,hardcopy,book,16,29
445,The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a bed of live snakes.,The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a [E1]bed[/E1] of live [E2]snakes[/E2].,"Member-Collection(e2,e1)",Member-Collection,bed,snakes,13,45
231,A conical cover preserved in a ewer in Athens accords extremely well with the form of these vessels.,A conical [E1]cover[/E1] preserved in a [E2]ewer[/E2] in Athens accords extremely well with the form of these vessels.,"Content-Container(e1,e2)",Content-Container,cover,ewer,4,19
7549,"His tendency to experience pathological anxiety from his early years and his tendency to respond to novelty, change, and challenges with an exaggerated anxiety response were noted.","His tendency to experience pathological [E1]anxiety[/E1] from his early [E2]years[/E2] and his tendency to respond to novelty, change, and challenges with an exaggerated anxiety response were noted.",Other,Other,anxiety,years,16,30
7640,Hundreds of thousands in central China are sleeping outdoors for fear of more tremors after Saturday's earthquake.,Hundreds of thousands in central China are sleeping outdoors for fear of more [E1]tremors[/E1] after Saturday's [E2]earthquake[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,tremors,earthquake,1,19
2703,The money was in a suitcase.,The [E1]money[/E1] was in a [E2]suitcase[/E2].,"Content-Container(e1,e2)",Content-Container,money,suitcase,4,7
7831,"The catalogue contained books published in 1998 warning of the upcoming millennium bug and other similarly germane works, but neither of Brock's bestsellers.","The [E1]catalogue[/E1] contained [E2]books[/E2] published in 1998 warning of the upcoming millennium bug and other similarly germane works, but neither of Brock's bestsellers.","Member-Collection(e2,e1)",Member-Collection,catalogue,books,13,26
5902,Speeding is one of the more obvious causes of pedestrian accidents.,[E1]Speeding[/E1] is one of the more obvious causes of pedestrian [E2]accidents[/E2].,"Cause-Effect(e1,e2)",Cause-Effect,Speeding,accidents,0,12
529,"Recently, a huge amount of commercial fish and shellfish have migrated to cooler water.","Recently, a huge amount of commercial [E1]fish[/E1] and shellfish have migrated to cooler [E2]water[/E2].","Entity-Destination(e1,e2)",Entity-Destination,fish,water,6,16
5319,Often the message includes a warning regarding a problem related to related to the recipient's account.,Often the [E1]message[/E1] includes a [E2]warning[/E2] regarding a problem related to related to the recipient's account.,"Component-Whole(e1,e2)",Component-Whole,message,warning,2,18
6515,"Both goals were addressed, but the primary goal of the street furniture was to enhance the quality of life for people in Phildaelphia and the secondary goal was to increase revenue for the City of Philadelphia.","Both goals were addressed, but the primary goal of the [E1]street[/E1] [E2]furniture[/E2] was to enhance the quality of life for people in Phildaelphia and the secondary goal was to increase revenue for the City of Philadelphia.",Other,Other,street,furniture,16,38
3103,The Hawke's Bay Herald building was completely destroyed by the fire after the earthquake.,The Hawke's Bay Herald building was completely destroyed by the [E1]fire[/E1] after the [E2]earthquake[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,fire,earthquake,1,16
7533,A nurse helps the caregiver.,A [E1]nurse[/E1] helps the [E2]caregiver[/E2].,Other,Other,nurse,caregiver,16,6
3617,Reporters commented on the crush of candidates compared to the crowd of supporters.,Reporters commented on the [E1]crush[/E1] of [E2]candidates[/E2] compared to the crowd of supporters.,"Member-Collection(e2,e1)",Member-Collection,crush,candidates,13,14
7021,FIG. 1 is a front perspective view of a pants pocket showing my new design.,FIG. 1 is a front perspective view of a [E1]pants[/E1] [E2]pocket[/E2] showing my new design.,"Component-Whole(e2,e1)",Component-Whole,pants,pocket,3,17
4221,"I was formerly a person who looked at the sky expecting only the usual clutter of planes, stars, and the occasional blinking satellite.","I was formerly a person who looked at the sky expecting only the usual [E1]clutter[/E1] of [E2]planes[/E2], stars, and the occasional blinking satellite.","Member-Collection(e2,e1)",Member-Collection,clutter,planes,13,26
484,The incident caused a brief sensation on the Web among people suspicious that it was a political commentary.,The [E1]incident[/E1] caused a brief [E2]sensation[/E2] on the Web among people suspicious that it was a political commentary.,"Cause-Effect(e1,e2)",Cause-Effect,incident,sensation,0,19
2705,"Holding firmly onto the stick of the plunger, plant the mouth of it over the toilet hole.","Holding firmly onto the [E1]stick[/E1] of the [E2]plunger[/E2], plant the mouth of it over the toilet hole.","Component-Whole(e1,e2)",Component-Whole,stick,plunger,2,19
4312,38% of the world's generated electrical energy is gained from coal.,38% of the world's generated electrical [E1]energy[/E1] is gained from [E2]coal[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,energy,coal,8,14
362,"In biological anatomy, the mesencephalon (or midbrain) comprises the tectum (or corpora quadrigemini), tegmentum, the ventricular mesocoelia (or ""iter""), and the cerebral peduncles, as well as several nuclei and fasciculi.","In biological anatomy, the [E1]mesencephalon[/E1] (or midbrain) comprises the [E2]tectum[/E2] (or corpora quadrigemini), tegmentum, the ventricular mesocoelia (or ""iter""), and the cerebral peduncles, as well as several nuclei and fasciculi.","Component-Whole(e2,e1)",Component-Whole,mesencephalon,tectum,3,44
5742,"The monitor comprises the display device, circuitry, and an enclosure.","The [E1]monitor[/E1] comprises the display device, [E2]circuitry[/E2], and an enclosure.","Component-Whole(e2,e1)",Component-Whole,monitor,circuitry,3,13
6569,Children in rural Southern areas fell into poverty faster than those in cities in 2008.,[E1]Children[/E1] in rural Southern areas fell into [E2]poverty[/E2] faster than those in cities in 2008.,Other,Other,Children,poverty,16,16
1548,"The energy originates from an external source of light, which is absorbed and almost immediately emitted.","The [E1]energy[/E1] originates from an external [E2]source[/E2] of light, which is absorbed and almost immediately emitted.","Entity-Origin(e1,e2)",Entity-Origin,energy,source,8,18
4536,"The sadness from divorce meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975.","The [E1]sadness[/E1] from [E2]divorce[/E2] meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975.","Cause-Effect(e2,e1)",Cause-Effect,sadness,divorce,1,40
2981,It opens with a group of diplomats having a discussion around a rectangular table covered with a green cloth.,It opens with a group of diplomats having a [E1]discussion[/E1] around a rectangular [E2]table[/E2] covered with a green cloth.,Other,Other,discussion,table,16,20
341,The stomach was full of fine gravel and small seeds.,The [E1]stomach[/E1] was full of fine [E2]gravel[/E2] and small seeds.,"Content-Container(e2,e1)",Content-Container,stomach,gravel,5,11
7542,They often have a pump over the drainage hole to draw the waste water towards it.,They often have a [E1]pump[/E1] over the drainage [E2]hole[/E2] to draw the waste water towards it.,Other,Other,pump,hole,16,17
1272,The players flew to Lexington on a plane separate from the team.,The [E1]players[/E1] flew to Lexington on a [E2]plane[/E2] separate from the team.,"Instrument-Agency(e2,e1)",Instrument-Agency,players,plane,11,13
